EngagementID;ContentID;CampaignID;ProductID;ContentType;Likes;Views;Clicks;EngagementDate
2386;28;4;16;VIDEO;2;825;51;12.08.2025
2387;23;10;16;BLOG;23;1648;137;23.06.2024
2388;18;10;2;SOCIAL MEDIA;127;4070;1154;20.07.2023
2389;26;3;10;SOCIAL MEDIA;24;2083;172;22.02.2024
2390;35;6;11;SOCIAL MEDIA;584;8365;1763;26.02.2023
2391;28;6;13;NEWSLETTER;16;1281;125;17.11.2024
2392;10;10;13;SOCIAL MEDIA;1;845;19;02.07.2025
2393;19;6;5;SOCIAL MEDIA;0;885;16;10.12.2025
2394;5;16;11;SOCIAL MEDIA;0;196;4;27.12.2025
2395;5;2;5;VIDEO;534;8891;2377;15.03.2023
2396;22;15;3;VIDEO;209;4510;705;31.12.2023
2397;14;8;6;NEWSLETTER;152;4483;706;02.04.2023
2398;6;13;3;NEWSLETTER;186;2348;535;23.11.2023
2399;30;20;18;NEWSLETTER;4;1022;112;25.04.2025
2400;27;16;9;SOCIAL MEDIA;420;7247;1796;30.03.2023
2401;46;2;14;NEWSLETTER;139;1425;549;11.06.2023
2402;32;17;10;SOCIAL MEDIA;50;3265;618;05.06.2024
2403;43;3;17;SOCIAL MEDIA;609;7193;2365;14.06.2023
2404;39;20;11;NEWSLETTER;5;1961;86;20.04.2025
2405;5;13;12;SOCIAL MEDIA;155;1055;398;23.02.2023
2406;47;4;18;VIDEO;36;582;138;31.12.2023
2407;37;7;3;SOCIAL MEDIA;0;260;13;03.07.2025
2408;48;6;14;VIDEO;4;955;74;10.06.2025
2409;2;6;2;BLOG;131;4867;454;26.12.2023
2410;35;16;15;SOCIAL MEDIA;434;5372;1685;22.01.2024
2411;30;14;20;NEWSLETTER;6;1383;157;30.03.2025
2412;22;10;13;SOCIAL MEDIA;56;4091;740;25.07.2024
2413;6;19;3;VIDEO;51;3001;394;11.01.2025
2414;29;11;13;BLOG;0;344;16;19.12.2025
2415;38;12;1;VIDEO;14;796;74;13.11.2023
2416;33;16;6;VIDEO;81;2451;729;19.09.2023
2417;29;7;4;SOCIAL MEDIA;219;2044;667;08.07.2023
2418;34;3;19;VIDEO;120;4653;764;29.10.2023
2419;18;11;7;VIDEO;639;8800;1514;24.03.2023
2420;3;13;12;NEWSLETTER;18;1012;119;27.11.2024
2421;13;8;6;NEWSLETTER;146;4797;503;31.12.2023
2422;35;14;6;VIDEO;67;2887;587;29.08.2023
2423;20;18;16;SOCIAL MEDIA;312;2663;1288;31.01.2023
2424;33;15;12;VIDEO;830;8532;2442;28.05.2023
2425;47;10;1;SOCIAL MEDIA;163;1546;658;09.04.2023
2426;48;16;2;SOCIAL MEDIA;25;1822;232;23.12.2024
2427;36;19;17;VIDEO;311;5382;1091;08.01.2024
2428;21;18;20;BLOG;356;4577;1951;12.04.2023
2429;29;20;11;NEWSLETTER;2;697;27;03.07.2025
2430;11;8;10;SOCIAL MEDIA;14;499;94;17.08.2024
2431;48;16;9;VIDEO;114;4531;534;11.02.2024
2432;13;4;10;SOCIAL MEDIA;63;1456;273;21.05.2024
2433;20;1;6;NEWSLETTER;27;1644;122;30.03.2024
2434;9;19;5;SOCIAL MEDIA;471;7066;2442;18.04.2023
2435;38;6;20;VIDEO;112;4791;745;22.07.2024
2436;5;15;18;NEWSLETTER;45;2429;240;04.09.2024
2437;24;18;17;SOCIAL MEDIA;0;69;5;04.05.2025
2438;19;19;8;SOCIAL MEDIA;11;1220;95;09.03.2025
2439;50;8;4;VIDEO;69;2406;357;25.08.2024
2440;12;17;4;SOCIAL MEDIA;4;1730;55;25.05.2025
2441;42;15;16;BLOG;4;1497;80;13.08.2024
2442;46;1;17;VIDEO;40;2720;257;20.12.2024
2443;37;13;3;NEWSLETTER;105;1547;395;06.05.2024
2444;42;10;2;NEWSLETTER;326;3397;1044;19.09.2023
2445;13;15;16;VIDEO;748;4084;1741;26.02.2023
2446;14;9;10;BLOG;386;7236;938;01.04.2023
2447;3;2;2;BLOG;620;6715;2506;01.08.2023
2448;28;9;12;BLOG;7;560;82;26.05.2024
2449;1;17;17;NEWSLETTER;27;2676;459;21.11.2024
2450;14;18;11;SOCIAL MEDIA;68;5056;462;20.03.2024
2451;46;14;6;NEWSLETTER;362;6807;762;31.01.2023
2452;17;3;18;SOCIAL MEDIA;5;1023;87;10.06.2025
2453;37;20;8;SOCIAL MEDIA;0;483;7;11.11.2025
2454;5;3;8;BLOG;4;580;51;02.06.2025
2455;16;6;15;NEWSLETTER;44;2405;339;08.04.2024
2456;6;3;12;BLOG;5;1326;58;27.04.2025
2457;7;20;15;BLOG;9;605;74;24.12.2023
2458;40;15;9;BLOG;4;1095;62;13.07.2025
2459;10;12;10;SOCIAL MEDIA;179;2052;646;08.07.2023
2460;44;12;17;SOCIAL MEDIA;1;500;28;09.08.2025
2461;6;6;20;NEWSLETTER;100;1970;551;07.04.2024
2462;40;12;20;NEWSLETTER;31;1957;304;30.01.2023
2463;8;19;4;SOCIAL MEDIA;287;4036;810;22.01.2023
2464;41;1;13;VIDEO;339;6185;1208;03.01.2024
2465;19;5;17;VIDEO;0;680;12;20.11.2025
2466;29;13;12;BLOG;47;2758;284;28.12.2024
2467;15;6;2;SOCIAL MEDIA;6;1168;130;16.08.2024
2468;39;12;2;VIDEO;118;4517;961;20.07.2024
2469;25;4;2;BLOG;0;559;23;29.10.2025
2470;34;16;4;NEWSLETTER;1;177;10;19.04.2025
2471;20;13;5;VIDEO;360;2380;1009;27.01.2023
2472;23;17;10;SOCIAL MEDIA;205;6509;971;12.03.2023
2473;5;19;17;VIDEO;5;1006;48;22.07.2024
2474;42;14;4;SOCIAL MEDIA;0;583;15;27.10.2025
2475;31;8;5;VIDEO;181;4244;1056;01.05.2024
2476;23;2;19;SOCIAL MEDIA;308;3915;1201;06.04.2023
2477;34;2;16;SOCIAL MEDIA;6;1799;179;04.05.2025
2478;10;20;3;BLOG;32;2640;295;20.12.2024
2479;15;12;7;VIDEO;511;4627;1593;06.08.2023
2480;46;12;7;VIDEO;4;394;28;16.03.2024
2481;9;17;1;BLOG;30;2523;262;09.05.2024
2482;43;15;14;VIDEO;115;5677;1446;09.01.2024
2483;13;5;13;NEWSLETTER;27;2100;295;13.02.2024
2484;23;4;15;VIDEO;0;89;8;10.03.2025
2485;12;18;1;VIDEO;158;3087;748;14.01.2023
2486;22;19;9;NEWSLETTER;230;4229;598;08.08.2023
2487;18;14;18;NEWSLETTER;0;146;3;11.12.2025
2488;19;13;19;NEWSLETTER;1;1344;89;14.07.2025
2489;7;13;1;VIDEO;85;4029;791;08.06.2024
2490;43;7;15;SOCIAL MEDIA;90;2327;478;04.06.2024
2491;35;4;14;VIDEO;58;1364;306;20.12.2023
2492;24;11;10;BLOG;678;6240;2147;30.01.2023
2493;8;12;10;VIDEO;104;3120;323;06.09.2023
2494;49;2;7;SOCIAL MEDIA;766;5368;2010;25.08.2023
2495;27;8;7;BLOG;0;141;4;16.09.2025
2496;14;19;3;BLOG;17;1791;130;23.02.2025
2497;8;7;20;NEWSLETTER;9;1096;159;29.10.2024
2498;32;18;2;VIDEO;1;805;33;23.09.2025
2499;39;15;12;NEWSLETTER;149;1772;508;08.08.2023
2500;18;13;17;SOCIAL MEDIA;76;1602;429;10.04.2024
2501;48;5;1;NEWSLETTER;12;1417;111;10.02.2025
2502;41;7;18;NEWSLETTER;60;1553;167;22.06.2023
2503;5;4;1;BLOG;126;1505;439;04.03.2024
2504;11;13;17;BLOG;0;456;12;20.09.2025
2505;30;20;9;NEWSLETTER;86;1481;282;24.01.2024
2506;36;15;8;NEWSLETTER;29;3164;317;15.01.2025
2507;49;6;15;NEWSLETTER;116;4104;612;17.02.2024
2508;2;19;17;NEWSLETTER;16;172;40;20.06.2023
2509;18;1;20;NEWSLETTER;17;756;137;10.08.2024
2510;21;8;1;BLOG;123;6521;577;10.07.2023
2511;6;14;5;VIDEO;1;1515;75;29.05.2025
2512;14;5;3;VIDEO;1;979;46;22.07.2025
2513;6;20;14;BLOG;950;6599;2651;20.02.2023
2514;47;3;20;SOCIAL MEDIA;215;2410;703;06.01.2024
2515;10;20;16;NEWSLETTER;0;430;8;19.09.2025
2516;31;12;12;SOCIAL MEDIA;0;602;12;19.12.2025
2517;35;9;18;NEWSLETTER;4;1127;47;26.05.2025
2518;5;2;3;SOCIAL MEDIA;0;815;31;26.11.2025
2519;25;15;16;BLOG;0;232;2;24.11.2025
2520;48;7;7;BLOG;9;1041;92;06.04.2025
2521;7;6;16;BLOG;76;3859;738;15.03.2024
2522;20;1;16;SOCIAL MEDIA;863;6279;2064;17.02.2023
2523;44;5;4;NEWSLETTER;312;5646;1910;12.08.2023
2524;8;5;20;NEWSLETTER;19;1704;209;01.04.2025
2525;38;2;16;VIDEO;1;886;36;18.11.2025
2526;40;10;14;VIDEO;79;2438;779;05.01.2024
2527;14;19;10;NEWSLETTER;30;474;96;14.07.2023
2528;50;8;11;VIDEO;0;765;18;16.07.2025
2529;8;7;2;NEWSLETTER;20;2019;221;17.04.2025
2530;3;11;1;BLOG;0;33;1;10.08.2025
2531;43;7;1;VIDEO;93;3222;1016;13.11.2023
2532;9;12;16;BLOG;137;3669;707;24.09.2024
2533;6;17;19;BLOG;9;1555;94;16.05.2025
2534;43;6;17;VIDEO;0;490;6;11.12.2025
2535;14;1;19;NEWSLETTER;96;6284;1254;22.01.2024
2536;40;12;15;BLOG;0;184;7;21.11.2025
2537;38;5;13;SOCIAL MEDIA;5;1012;107;30.04.2025
2538;7;20;20;BLOG;307;5128;1485;06.01.2024
2539;1;17;10;VIDEO;6;1540;104;20.04.2025
2540;33;19;20;VIDEO;2;215;22;14.10.2023
2541;44;9;1;SOCIAL MEDIA;0;279;8;06.12.2025
2542;26;2;9;SOCIAL MEDIA;162;4522;467;16.04.2023
2543;8;10;2;BLOG;531;9032;1108;09.01.2023
2544;46;20;14;SOCIAL MEDIA;246;2505;786;06.07.2023
2545;27;13;18;BLOG;313;7226;1794;16.10.2023
2546;30;7;1;VIDEO;289;6158;1035;09.10.2023
2547;8;6;20;SOCIAL MEDIA;133;2612;554;18.03.2024
2548;37;6;7;VIDEO;117;2700;663;20.02.2023
2549;27;1;18;SOCIAL MEDIA;72;5278;472;24.10.2023
2550;3;4;14;NEWSLETTER;0;622;9;06.12.2025
2551;3;15;2;SOCIAL MEDIA;7;2601;149;12.12.2024
2552;40;20;18;SOCIAL MEDIA;24;3259;182;02.11.2024
2553;10;12;1;BLOG;5;1813;52;22.05.2025
2554;33;4;11;NEWSLETTER;0;581;14;22.12.2025
2555;30;11;5;SOCIAL MEDIA;2;183;14;23.09.2024
2556;20;19;3;BLOG;28;3284;337;14.12.2024
2557;35;3;4;VIDEO;56;2177;361;02.12.2023
2558;46;3;6;VIDEO;6;1892;208;07.03.2025
2559;40;19;7;BLOG;0;317;14;02.12.2025
2560;21;5;20;NEWSLETTER;252;4057;1220;16.06.2023
2561;35;9;12;BLOG;67;5719;580;13.03.2024
2562;2;8;19;NEWSLETTER;0;368;16;04.09.2025
2563;21;13;19;BLOG;546;4889;2067;20.03.2023
2564;6;12;11;NEWSLETTER;23;939;209;29.03.2023
2565;44;10;4;NEWSLETTER;0;473;20;13.10.2025
2566;37;6;8;NEWSLETTER;13;747;95;18.03.2024
2567;12;5;6;SOCIAL MEDIA;4;105;24;17.07.2024
2568;40;3;1;SOCIAL MEDIA;3;513;42;08.05.2025
2569;46;13;13;BLOG;25;3935;252;25.04.2024
2570;17;19;3;SOCIAL MEDIA;231;6526;1814;29.12.2023
2571;4;16;19;NEWSLETTER;91;3795;512;07.11.2024
2572;43;19;8;VIDEO;425;4606;1538;07.12.2023
2573;49;5;1;BLOG;145;5130;1234;01.12.2023
2574;19;18;10;SOCIAL MEDIA;15;949;191;07.02.2024
2575;11;2;20;SOCIAL MEDIA;111;4079;550;03.05.2024
2576;14;2;5;VIDEO;22;3181;166;28.12.2024
2577;34;5;8;NEWSLETTER;18;721;103;24.12.2023
2578;9;2;7;SOCIAL MEDIA;0;902;18;10.10.2025
2579;35;12;15;SOCIAL MEDIA;0;114;10;22.12.2024
2580;19;14;9;BLOG;159;4277;907;24.05.2024
2581;22;17;13;BLOG;116;4882;817;02.03.2024
2582;11;4;9;VIDEO;0;933;29;21.11.2025
2583;18;4;8;BLOG;0;104;2;11.11.2025
2584;33;8;7;SOCIAL MEDIA;52;905;239;04.05.2024
2585;19;13;15;BLOG;197;3312;787;15.04.2024
2586;14;7;9;VIDEO;0;625;27;18.09.2025
2587;3;2;11;BLOG;42;829;166;03.06.2024
2588;40;17;11;BLOG;0;570;25;02.11.2025
2589;44;16;16;BLOG;3;433;28;19.03.2025
2590;11;14;3;NEWSLETTER;88;4801;846;03.06.2024
2591;15;19;7;NEWSLETTER;303;6948;1406;14.11.2023
2592;1;6;14;BLOG;4;881;72;04.05.2025
2593;9;6;5;VIDEO;273;5753;1060;20.01.2024
2594;50;9;6;VIDEO;3;1000;65;04.08.2025
2595;4;19;1;BLOG;60;2991;808;08.02.2024
2596;38;17;15;BLOG;0;927;32;04.12.2025
2597;37;4;10;BLOG;0;49;4;13.12.2024
2598;35;6;16;NEWSLETTER;485;7499;1724;26.05.2023
2599;25;8;18;BLOG;347;5168;969;18.10.2023
2600;49;17;9;BLOG;450;7360;1951;11.01.2023
2601;40;10;9;VIDEO;235;4919;1253;08.03.2024
2602;5;14;19;SOCIAL MEDIA;73;3703;393;12.08.2024
2603;16;7;6;VIDEO;46;872;115;14.05.2023
2604;13;8;20;SOCIAL MEDIA;4;1972;127;21.12.2024
2605;47;13;5;SOCIAL MEDIA;0;252;2;28.10.2025
2606;32;2;8;BLOG;88;1725;435;11.04.2024
2607;36;16;13;SOCIAL MEDIA;129;3548;1019;12.11.2023
2608;2;4;8;NEWSLETTER;43;734;124;27.10.2023
2609;42;17;7;SOCIAL MEDIA;142;4129;440;25.11.2023
2610;7;7;7;BLOG;5;1569;53;13.05.2025
2611;1;10;9;VIDEO;0;831;34;04.11.2025
2612;20;4;11;VIDEO;62;3003;694;31.03.2024
2613;24;15;16;BLOG;49;1547;348;25.06.2024
2614;15;14;20;BLOG;3;1879;72;20.02.2025
2615;46;3;11;VIDEO;121;2437;315;15.03.2023
2616;26;13;1;SOCIAL MEDIA;2;546;34;17.11.2024
2617;7;11;4;NEWSLETTER;35;1189;254;29.06.2024
2618;26;19;19;VIDEO;7;1608;184;08.04.2025
2619;7;14;12;NEWSLETTER;19;1295;123;23.08.2024
2620;37;17;9;SOCIAL MEDIA;980;8748;3546;24.03.2023
2621;48;20;16;NEWSLETTER;252;3467;841;14.04.2023
2622;35;12;3;BLOG;8;1851;202;09.03.2025
2623;6;18;10;VIDEO;93;1809;378;08.06.2024
2624;13;19;7;VIDEO;7;1469;108;19.07.2025
2625;46;12;11;VIDEO;19;2797;154;18.01.2025
2626;37;8;11;BLOG;494;7567;1222;18.05.2023
2627;25;17;11;VIDEO;0;315;13;29.08.2025
2628;30;4;2;NEWSLETTER;0;354;10;30.03.2025
2629;7;12;17;BLOG;28;1513;300;25.11.2023
2630;40;9;16;NEWSLETTER;1;128;20;12.11.2024
2631;38;16;3;NEWSLETTER;36;3268;281;20.10.2024
2632;29;5;14;BLOG;10;2161;117;01.05.2025
2633;20;13;6;SOCIAL MEDIA;123;4297;1051;24.07.2023
2634;12;3;6;NEWSLETTER;1;1026;23;24.06.2025
2635;36;11;1;BLOG;73;4411;967;24.07.2024
2636;10;18;5;VIDEO;196;7810;2034;06.05.2023
2637;13;19;17;NEWSLETTER;21;1902;212;11.04.2025
2638;5;1;14;BLOG;22;1871;169;28.01.2025
2639;3;3;18;VIDEO;1;102;5;07.06.2024
2640;23;19;6;SOCIAL MEDIA;101;3823;494;10.07.2024
2641;6;6;9;VIDEO;8;2607;161;02.02.2025
2642;18;5;14;NEWSLETTER;19;1666;244;26.08.2024
2643;45;13;19;NEWSLETTER;66;4635;505;06.05.2024
2644;4;3;20;BLOG;152;4136;1100;20.03.2024
2645;3;16;6;NEWSLETTER;23;2408;290;15.03.2025
2646;21;9;15;SOCIAL MEDIA;672;9249;3643;23.03.2023
2647;23;16;9;NEWSLETTER;1;225;13;11.11.2024
2648;10;7;5;VIDEO;0;353;7;07.10.2025
2649;17;15;2;BLOG;0;369;15;25.11.2025
2650;40;2;6;NEWSLETTER;66;2424;491;18.03.2024
2651;47;10;2;SOCIAL MEDIA;168;6379;858;30.08.2023
2652;13;18;17;SOCIAL MEDIA;983;5935;2411;28.04.2023
2653;29;16;12;SOCIAL MEDIA;2;1620;55;02.04.2025
2654;39;9;18;VIDEO;50;2667;461;02.09.2024
2655;18;19;7;NEWSLETTER;10;1201;108;17.04.2025
2656;9;13;13;BLOG;0;882;13;28.11.2025
2657;38;7;12;NEWSLETTER;99;2914;559;12.02.2023
2658;19;3;14;BLOG;69;1087;348;11.10.2023
2659;40;5;11;BLOG;14;1244;104;21.10.2024
2660;31;9;6;VIDEO;255;4776;832;18.10.2023
2661;14;2;10;NEWSLETTER;25;1689;238;18.11.2023
2662;7;3;1;NEWSLETTER;692;5719;1934;08.10.2023
2663;11;13;20;SOCIAL MEDIA;414;5396;910;03.04.2023
2664;46;4;3;BLOG;165;3541;1296;16.05.2023
2665;13;12;4;NEWSLETTER;2;469;45;20.05.2025
2666;14;4;12;NEWSLETTER;11;1466;163;24.03.2025
2667;29;12;17;VIDEO;0;82;5;19.10.2024
2668;28;20;12;BLOG;0;595;26;19.12.2025
2669;37;16;2;NEWSLETTER;1;1194;94;15.06.2025
2670;18;6;11;SOCIAL MEDIA;38;1407;188;02.01.2024
2671;32;11;17;NEWSLETTER;0;504;23;29.04.2025
2672;3;15;20;VIDEO;1;159;15;25.09.2024
2673;39;20;15;NEWSLETTER;57;3091;382;05.11.2024
2674;29;13;16;NEWSLETTER;0;669;6;29.11.2025
2675;26;13;13;VIDEO;4;589;43;25.11.2024
2676;39;16;12;BLOG;0;293;5;30.11.2025
2677;31;17;5;SOCIAL MEDIA;16;1648;253;29.05.2024
2678;46;9;18;NEWSLETTER;137;4657;1189;22.05.2024
2679;25;2;13;SOCIAL MEDIA;6;667;70;25.09.2024
2680;12;16;2;BLOG;30;2076;278;18.11.2024
2681;48;7;19;BLOG;0;512;17;03.09.2025
2682;27;7;17;NEWSLETTER;25;3315;544;07.10.2024
2683;21;10;5;SOCIAL MEDIA;16;1997;317;02.11.2024
2684;37;6;5;VIDEO;116;1402;382;10.07.2023
2685;19;19;8;SOCIAL MEDIA;404;7895;1046;10.02.2023
2686;6;4;6;VIDEO;31;1885;238;25.06.2024
2687;49;1;13;BLOG;59;3451;368;02.08.2023
2688;1;2;15;VIDEO;0;760;21;02.12.2025
2689;10;10;11;BLOG;60;2742;641;07.09.2023
2690;34;16;1;SOCIAL MEDIA;258;3805;913;14.06.2023
2691;16;5;5;NEWSLETTER;1;822;29;24.11.2025
2692;2;18;15;SOCIAL MEDIA;8;621;74;28.01.2025
2693;7;18;6;BLOG;0;329;6;12.08.2025
2694;46;2;12;VIDEO;0;248;5;22.10.2025
2695;35;1;3;VIDEO;62;4184;373;20.01.2024
2696;27;11;12;VIDEO;37;3366;254;07.09.2024
2697;15;3;1;NEWSLETTER;0;872;15;09.11.2025
2698;27;18;10;BLOG;66;1698;309;17.04.2024
2699;9;7;18;BLOG;0;602;11;26.12.2025
2700;36;17;13;BLOG;79;3516;872;24.09.2023
2701;18;6;4;BLOG;11;886;104;25.04.2024
2702;7;20;6;NEWSLETTER;0;235;12;29.07.2025
2703;38;7;2;VIDEO;1;266;18;11.05.2025
2704;31;6;14;BLOG;24;823;120;07.03.2024
2705;43;19;7;NEWSLETTER;0;202;8;24.11.2025
2706;20;2;13;VIDEO;180;4256;672;06.05.2024
2707;15;8;20;SOCIAL MEDIA;30;1299;152;22.06.2024
2708;6;10;2;NEWSLETTER;58;2845;220;02.04.2024
2709;31;18;1;SOCIAL MEDIA;42;2506;483;23.08.2024
2710;8;15;16;VIDEO;26;1436;206;22.01.2025
2711;18;20;19;BLOG;106;4511;652;21.09.2023
2712;15;7;14;SOCIAL MEDIA;200;6442;1781;01.11.2023
2713;9;15;7;VIDEO;60;1423;267;22.08.2023
2714;28;3;20;BLOG;6;1452;135;25.03.2025
2715;6;20;17;BLOG;24;1028;106;16.09.2023
2716;48;6;8;SOCIAL MEDIA;189;6335;733;17.01.2024
2717;25;12;18;VIDEO;51;2172;291;29.05.2024
2718;40;18;13;BLOG;305;2000;813;03.03.2023
2719;30;7;14;BLOG;894;7878;1959;21.03.2023
2720;25;20;17;VIDEO;0;152;5;29.07.2025
2721;45;14;5;SOCIAL MEDIA;530;5413;1394;31.07.2023
2722;16;17;5;NEWSLETTER;3;754;59;15.12.2024
2723;14;1;15;BLOG;68;1517;174;23.02.2023
2724;2;12;10;BLOG;16;1784;163;03.01.2025
2725;9;6;11;VIDEO;1;1020;27;23.08.2025
2726;32;4;13;NEWSLETTER;36;2559;242;25.10.2024
2727;15;14;13;BLOG;90;659;269;08.01.2023
2728;24;15;16;BLOG;662;5664;1710;05.04.2023
2729;15;10;15;VIDEO;95;4004;756;06.01.2023
2730;45;18;10;BLOG;17;945;223;01.02.2024
2731;45;9;11;VIDEO;0;152;15;08.01.2025
2732;44;15;11;SOCIAL MEDIA;91;3302;403;01.06.2023
2733;31;5;13;VIDEO;57;4995;939;30.06.2024
2734;48;20;13;SOCIAL MEDIA;40;3169;233;12.08.2024
2735;28;5;11;NEWSLETTER;29;3341;214;11.07.2024
2736;26;20;19;NEWSLETTER;4;342;59;19.07.2024
2737;37;8;2;NEWSLETTER;0;126;5;25.12.2025
2738;21;9;6;VIDEO;58;3029;372;03.09.2024
2739;8;9;3;NEWSLETTER;8;1710;62;12.12.2024
2740;25;17;8;BLOG;6;1513;53;17.04.2025
2741;35;12;5;SOCIAL MEDIA;96;2591;430;03.05.2024
2742;37;6;3;BLOG;42;396;137;16.03.2023
2743;7;6;10;NEWSLETTER;0;53;2;20.10.2025
2744;32;15;16;NEWSLETTER;20;333;150;03.01.2023
2745;32;12;18;VIDEO;309;3612;1001;14.08.2023
2746;32;18;20;NEWSLETTER;3;805;52;26.06.2025
2747;34;10;13;BLOG;3;112;38;02.12.2023
2748;16;5;12;SOCIAL MEDIA;26;1209;156;29.11.2024
2749;20;15;18;SOCIAL MEDIA;10;967;128;02.03.2025
2750;33;10;7;SOCIAL MEDIA;0;163;2;04.09.2025
2751;31;16;7;NEWSLETTER;507;8993;2353;18.04.2023
2752;12;9;16;VIDEO;20;1801;159;04.07.2024
2753;49;6;3;BLOG;0;115;7;14.03.2025
2754;15;5;15;VIDEO;29;1309;101;19.12.2023
2755;49;1;13;VIDEO;729;8392;2061;24.04.2023
2756;7;10;2;SOCIAL MEDIA;75;2076;298;22.01.2024
2757;32;15;1;NEWSLETTER;9;1626;186;26.03.2025
2758;17;17;2;BLOG;19;825;78;14.06.2024
2759;38;16;17;BLOG;1;490;33;08.07.2025
2760;18;5;8;NEWSLETTER;0;63;1;06.10.2025
2761;41;8;2;SOCIAL MEDIA;147;4542;1110;25.04.2024
2762;44;3;19;BLOG;0;1069;20;31.08.2025
2763;3;15;1;BLOG;9;1404;69;08.03.2025
2764;22;19;18;NEWSLETTER;0;94;2;02.09.2025
2765;15;4;6;SOCIAL MEDIA;858;5396;2422;22.03.2023
2766;2;13;10;NEWSLETTER;0;361;15;20.08.2025
2767;49;8;17;SOCIAL MEDIA;63;2252;252;02.01.2024
2768;7;11;20;VIDEO;129;896;372;16.05.2023
2769;47;1;16;BLOG;75;1266;504;10.05.2023
2770;1;15;6;NEWSLETTER;198;4998;640;13.01.2023
2771;30;2;17;NEWSLETTER;0;996;36;18.09.2025
2772;47;14;15;SOCIAL MEDIA;533;4671;1275;30.04.2023
2773;6;14;10;BLOG;659;7100;1370;05.02.2023
2774;27;8;8;VIDEO;41;2592;222;16.05.2024
2775;17;1;11;BLOG;276;5086;1337;22.04.2024
2776;45;12;20;BLOG;111;4565;601;04.04.2023
2777;23;11;10;SOCIAL MEDIA;22;1426;150;04.01.2025
2778;22;6;8;NEWSLETTER;322;4698;1278;04.12.2023
2779;16;6;8;VIDEO;3;250;30;29.01.2025
2780;41;7;4;NEWSLETTER;110;2883;506;26.07.2024
2781;32;11;19;VIDEO;110;3995;552;07.02.2024
2782;21;15;14;BLOG;0;346;12;27.08.2025
2783;46;10;10;BLOG;0;299;13;06.05.2025
2784;8;6;7;SOCIAL MEDIA;0;319;4;05.10.2025
2785;36;7;5;NEWSLETTER;4;1727;89;08.04.2025
2786;44;5;5;SOCIAL MEDIA;19;1808;169;25.03.2025
2787;47;8;12;BLOG;7;2291;73;28.03.2025
2788;23;13;20;BLOG;31;953;189;16.09.2024
2789;4;2;2;BLOG;114;3399;758;07.07.2024
2790;35;10;7;SOCIAL MEDIA;1;113;10;10.10.2024
2791;12;1;2;NEWSLETTER;81;3697;695;28.05.2024
2792;29;9;6;BLOG;17;1841;200;07.04.2025
2793;6;2;10;NEWSLETTER;0;83;4;24.07.2025
2794;18;1;6;VIDEO;195;4639;812;27.05.2024
2795;18;16;10;SOCIAL MEDIA;224;1666;716;05.03.2023
2796;35;17;2;VIDEO;547;6356;1160;02.02.2023
2797;34;7;16;BLOG;485;6567;1130;18.03.2023
2798;18;2;18;BLOG;13;875;95;24.01.2025
2799;29;16;17;NEWSLETTER;23;3060;247;17.12.2024
2800;33;13;20;NEWSLETTER;166;2993;635;12.01.2023
2801;32;17;15;NEWSLETTER;65;1030;243;28.04.2023
2802;24;13;10;BLOG;156;7571;639;06.08.2023
2803;38;14;16;SOCIAL MEDIA;2;1150;43;11.07.2025
2804;13;6;13;SOCIAL MEDIA;347;4265;1244;04.01.2024
2805;37;13;5;BLOG;35;1188;212;08.08.2024
2806;15;15;5;NEWSLETTER;3;1449;82;18.04.2025
2807;43;15;10;NEWSLETTER;861;5855;2486;15.02.2023
2808;34;12;7;NEWSLETTER;44;5505;670;04.02.2024
2809;25;17;12;NEWSLETTER;10;1403;187;10.03.2025
2810;17;4;18;SOCIAL MEDIA;30;184;75;19.01.2023
2811;21;3;3;SOCIAL MEDIA;193;4459;546;11.11.2023
2812;21;18;1;VIDEO;302;4141;1516;14.07.2023
2813;48;2;7;SOCIAL MEDIA;326;8387;846;01.06.2023
2814;30;1;19;SOCIAL MEDIA;1;740;23;23.10.2025
2815;25;5;17;SOCIAL MEDIA;0;1076;14;05.08.2025
2816;45;13;13;BLOG;59;1173;212;30.09.2023
2817;6;7;9;BLOG;324;2181;902;27.05.2023
2818;38;19;3;NEWSLETTER;3;188;21;13.10.2024
2819;27;4;7;NEWSLETTER;22;1707;173;20.02.2025
2820;49;4;6;BLOG;28;3214;585;02.11.2024
2821;45;13;15;BLOG;223;4035;934;31.05.2024
2822;16;15;19;SOCIAL MEDIA;0;82;1;22.10.2025
2823;42;6;14;VIDEO;0;522;24;07.10.2025
2824;10;17;12;SOCIAL MEDIA;81;4836;529;12.07.2024
2825;47;11;12;NEWSLETTER;105;4287;850;01.03.2024
2826;36;1;1;NEWSLETTER;7;735;70;27.01.2025
2827;3;11;17;VIDEO;67;4528;538;10.02.2024
2828;34;20;1;VIDEO;0;561;18;04.12.2025
2829;33;11;20;SOCIAL MEDIA;0;196;11;25.08.2025
2830;45;2;18;VIDEO;941;9196;3663;02.02.2023
2831;15;14;8;BLOG;61;3493;603;24.04.2024
2832;17;11;7;NEWSLETTER;13;555;87;11.06.2024
2833;26;12;19;VIDEO;0;133;5;27.05.2025
2834;35;16;2;NEWSLETTER;116;4705;734;05.06.2024
2835;34;6;15;SOCIAL MEDIA;60;4491;417;14.06.2024
2836;28;8;2;SOCIAL MEDIA;5;1920;154;14.12.2024
2837;29;15;2;BLOG;232;2417;752;05.03.2023
